id,address,postal_code,price,url,bedrooms,bathrooms,area,latitude,longitude
3102,"1491 Rosecrest Ter, San Jose, CA 95126",95126,1795000,https://www.zillow.com/homedetails/1491-Rosecrest-Ter-San-Jose-CA-95126/19584763_zpid/,4.0,4.0,2792,37.330787,-121.923509
3103,"7182 Wooded Lake Dr, San Jose, CA 95120",95120,2900000,https://www.zillow.com/homedetails/7182-Wooded-Lake-Dr-San-Jose-CA-95120/19766302_zpid/,4.0,3.0,3733,37.206499,-121.874287
3104,"490 Auburn Way APT 5, San Jose, CA 95129",95129,610500,https://www.zillow.com/homedetails/490-Auburn-Way-APT-5-San-Jose-CA-95129/19603042_zpid/,2.0,1.5,1099,37.318607,-121.981519
3105,"2064 Mayfield Ave, San Jose, CA 95130",95130,1350000,https://www.zillow.com/homedetails/2064-Mayfield-Ave-San-Jose-CA-95130/19660622_zpid/,3.0,2.0,1368,37.28409,-121.987688
3106,"516 Martha St UNIT 201, San Jose, CA 95112",95112,445000,https://www.zillow.com/homedetails/516-Martha-St-UNIT-201-San-Jose-CA-95112/54771525_zpid/,1.0,1.0,623,37.327703,-121.868927
3107,"877 Gilchrist Dr # 4, San Jose, CA 95133",95133,430000,https://www.zillow.com/homedetails/877-Gilchrist-Dr-4-San-Jose-CA-95133/19570796_zpid/,2.0,1.0,798,37.380142,-121.855146
3108,"1059 Summershore Ct, San Jose, CA 95122",95122,538000,https://www.zillow.com/homedetails/1059-Summershore-Ct-San-Jose-CA-95122/19717356_zpid/,1.0,1.5,1004,37.31963,-121.842878
3109,"1059 Summershore Ct, San Jose, CA 95122",95122,538000,https://www.zillow.com/homedetails/1059-Summershore-Ct-San-Jose-CA-95122/19717356_zpid/,1.0,1.5,1004,37.31963,-121.842878
3110,"5078 Cribari Blfs, San Jose, CA 95135",95135,500000,https://www.zillow.com/homedetails/5078-Cribari-Blfs-San-Jose-CA-95135/19798846_zpid/,2.0,2.0,1223,37.294776,-121.752284
3111,"1375 Lick Ave APT 522, San Jose, CA 95110",95110,786000,https://www.zillow.com/homedetails/1375-Lick-Ave-APT-522-San-Jose-CA-95110/82962462_zpid/,2.0,2.0,1096,37.311023,-121.882291
3112,"1627 Parkview Green Cir, San Jose, CA 95131",95131,955000,https://www.zillow.com/homedetails/1627-Parkview-Green-Cir-San-Jose-CA-95131/19561452_zpid/,2.0,2.0,1228,37.379998,-121.883596
3113,"535 Boxleaf Ct, San Jose, CA 95117",95117,1091000,https://www.zillow.com/homedetails/535-Boxleaf-Ct-San-Jose-CA-95117/19608474_zpid/,2.0,2.5,1117,37.320736,-121.961719
3114,"78 Mccreery Ave, San Jose, CA 95116",95116,760000,https://www.zillow.com/homedetails/78-Mccreery-Ave-San-Jose-CA-95116/19718619_zpid/,3.0,2.0,1318,37.353718,-121.850756
3115,"78 Mccreery Ave, San Jose, CA 95116",95116,760000,https://www.zillow.com/homedetails/78-Mccreery-Ave-San-Jose-CA-95116/19718619_zpid/,3.0,2.0,1318,37.353718,-121.850756
3116,"1124 Mallow Ter, San Jose, CA 95133",95133,1160000,https://www.zillow.com/homedetails/1124-Mallow-Ter-San-Jose-CA-95133/124745508_zpid/,3.0,3.5,1587,37.381381,-121.865155
3117,"1575 Mcdaniel Ave, San Jose, CA 95126",95126,1235000,https://www.zillow.com/homedetails/1575-Mcdaniel-Ave-San-Jose-CA-95126/19581887_zpid/,2.0,1.0,1173,37.33305,-121.927625
3118,"1565 Endicott Dr, San Jose, CA 95122",95122,905000,https://www.zillow.com/homedetails/1565-Endicott-Dr-San-Jose-CA-95122/19727203_zpid/,4.0,2.0,1619,37.340767,-121.827184
3119,"1565 Endicott Dr, San Jose, CA 95122",95122,905000,https://www.zillow.com/homedetails/1565-Endicott-Dr-San-Jose-CA-95122/19727203_zpid/,4.0,2.0,1619,37.340767,-121.827184
3120,"1423 Piedmont Rd, San Jose, CA 95132",95132,1339000,https://www.zillow.com/homedetails/1423-Piedmont-Rd-San-Jose-CA-95132/19770877_zpid/,3.0,2.0,1446,37.406143,-121.850193
3121,"1040 Summerwood Ct, San Jose, CA 95132",95132,1375000,https://www.zillow.com/homedetails/1040-Summerwood-Ct-San-Jose-CA-95132/19774363_zpid/,3.0,2.0,1698,37.38746,-121.851987
3122,"5202 Shadow Est, San Jose, CA 95135",95135,1119000,https://www.zillow.com/homedetails/5202-Shadow-Est-San-Jose-CA-95135/19795808_zpid/,4.0,3.0,1876,37.294702,-121.763504
3123,"1930 Naglee Ave, San Jose, CA 95126",95126,1350000,https://www.zillow.com/homedetails/1930-Naglee-Ave-San-Jose-CA-95126/19582670_zpid/,3.0,2.0,1553,37.328415,-121.930717
3124,"3078 Serpa Dr, San Jose, CA 95148",95148,1209500,https://www.zillow.com/homedetails/3078-Serpa-Dr-San-Jose-CA-95148/19804183_zpid/,4.0,2.5,2160,37.313628,-121.799003
3125,"684 N 9th St, San Jose, CA 95112",95112,1320000,https://www.zillow.com/homedetails/684-N-9th-St-San-Jose-CA-95112/121043254_zpid/,3.0,2.5,1934,37.352844,-121.891183
3126,"3870 Aborn Rd, San Jose, CA 95135",95135,1375000,https://www.zillow.com/homedetails/3870-Aborn-Rd-San-Jose-CA-95135/19792718_zpid/,4.0,3.0,4170,37.32192,-121.753722
3127,"405 Camille Cir UNIT 13, San Jose, CA 95134",95134,1460000,https://www.zillow.com/homedetails/405-Camille-Cir-UNIT-13-San-Jose-CA-95134/19489191_zpid/,3.0,2.5,1710,37.403049,-121.923556
3128,"1769 Cape Jasmine Pl, San Jose, CA 95133",95133,1425000,https://www.zillow.com/homedetails/1769-Cape-Jasmine-Pl-San-Jose-CA-95133/19572010_zpid/,4.0,2.5,2124,37.372324,-121.868494
3129,"4882 Clarendon Dr, San Jose, CA 95129",95129,1851000,https://www.zillow.com/homedetails/4882-Clarendon-Dr-San-Jose-CA-95129/19649992_zpid/,3.0,2.0,1492,37.300862,-121.987706
3130,"1368 Johnson Ave, San Jose, CA 95129",95129,2065000,https://www.zillow.com/homedetails/1368-Johnson-Ave-San-Jose-CA-95129/19647790_zpid/,3.0,2.0,1727,37.298593,-122.006837
3131,"1508 Constanso Way, San Jose, CA 95129",95129,2000000,https://www.zillow.com/homedetails/1508-Constanso-Way-San-Jose-CA-95129/19650063_zpid/,4.0,2.0,1570,37.295546,-121.988886
3132,"525 Wagman Dr, San Jose, CA 95129",95129,188500,https://www.zillow.com/homedetails/525-Wagman-Dr-San-Jose-CA-95129/19650614_zpid/,3.0,2.0,1462,37.317422,-121.99367
3133,"415 S 13th St, San Jose, CA 95112",95112,1830000,https://www.zillow.com/homedetails/415-S-13th-St-San-Jose-CA-95112/19711901_zpid/,4.0,2.5,2297,37.335558,-121.873576
3134,"2039 Silence Dr, San Jose, CA 95148",95148,1500000,https://www.zillow.com/homedetails/2039-Silence-Dr-San-Jose-CA-95148/61323253_zpid/,5.0,5.0,3668,37.351028,-121.790567
3135,"3427 Waterman Ct, San Jose, CA 95127",95127,625000,https://www.zillow.com/homedetails/3427-Waterman-Ct-San-Jose-CA-95127/19780453_zpid/,3.0,1.0,936,37.384693,-121.831256
3136,"824 Riverside Dr, San Jose, CA 95125",95125,1300000,https://www.zillow.com/homedetails/824-Riverside-Dr-San-Jose-CA-95125/19577713_zpid/,3.0,2.0,1585,37.316524,-121.90174
3137,"5027 Kingston Way, San Jose, CA 95130",95130,1410000,https://www.zillow.com/homedetails/5027-Kingston-Way-San-Jose-CA-95130/19661179_zpid/,4.0,2.5,1403,37.273629,-121.989105
3138,"1492 La Boheme St, San Jose, CA 95121",95121,450000,https://www.zillow.com/homedetails/1492-La-Boheme-St-San-Jose-CA-95121/19800668_zpid/,2.0,1.5,988,37.315415,-121.827198
3139,"780 Ovation Ct, San Jose, CA 95134",95134,671000,https://www.zillow.com/homedetails/780-Ovation-Ct-San-Jose-CA-95134/19489886_zpid/,1.0,1.0,776,37.401892,-121.919035
3140,"1607 Mount Herman Dr, San Jose, CA 95127",95127,720000,https://www.zillow.com/homedetails/1607-Mount-Herman-Dr-San-Jose-CA-95127/112092293_zpid/,3.0,2.0,1200,37.347921,-121.810822
3141,"970 Silicon Dr, San Jose, CA 95126",95126,750000,https://www.zillow.com/homedetails/970-Silicon-Dr-San-Jose-CA-95126/19559102_zpid/,3.0,2.0,1057,37.343718,-121.922467
3142,"257 N 12th St, San Jose, CA 95112",95112,766000,https://www.zillow.com/homedetails/257-N-12th-St-San-Jose-CA-95112/19709748_zpid/,2.0,1.0,856,37.345438,-121.882214
3143,"4750 Corte De Avellano, San Jose, CA 95136",95136,786000,https://www.zillow.com/homedetails/4750-Corte-De-Avellano-San-Jose-CA-95136/19701423_zpid/,2.0,2.0,1100,37.263585,-121.866357
3144,"2032 Pepper Way, San Jose, CA 95133",95133,849000,https://www.zillow.com/homedetails/2032-Pepper-Way-San-Jose-CA-95133/116157572_zpid/,2.0,3.0,1129,37.37988,-121.865056
3145,"2177 Alum Rock Ave APT 612, San Jose, CA 95116",95116,640000,https://www.zillow.com/homedetails/2177-Alum-Rock-Ave-APT-612-San-Jose-CA-95116/69303630_zpid/,3.0,3.0,1216,37.357937,-121.845926
3146,"2177 Alum Rock Ave APT 612, San Jose, CA 95116",95116,640000,https://www.zillow.com/homedetails/2177-Alum-Rock-Ave-APT-612-San-Jose-CA-95116/69303630_zpid/,3.0,3.0,1216,37.357937,-121.845926
3147,"3344 Mount Rainier Dr, San Jose, CA 95127",95127,800000,https://www.zillow.com/homedetails/3344-Mount-Rainier-Dr-San-Jose-CA-95127/19786879_zpid/,3.0,1.0,1659,37.350848,-121.804055
3148,"4369 Monet Pl, San Jose, CA 95136",95136,958000,https://www.zillow.com/homedetails/4369-Monet-Pl-San-Jose-CA-95136/19706059_zpid/,3.0,2.0,1442,37.269186,-121.839509
3149,"3752 Gavota Ave, San Jose, CA 95124",95124,1182000,https://www.zillow.com/homedetails/3752-Gavota-Ave-San-Jose-CA-95124/19695456_zpid/,3.0,2.0,1402,37.262777,-121.907217
3150,"3752 Gavota Ave, San Jose, CA 95124",95124,1182000,https://www.zillow.com/homedetails/3752-Gavota-Ave-San-Jose-CA-95124/19695456_zpid/,3.0,2.0,1402,37.262777,-121.907217
3151,"6427 Camino Verde Dr, San Jose, CA 95119",95119,1010000,https://www.zillow.com/homedetails/6427-Camino-Verde-Dr-San-Jose-CA-95119/19837983_zpid/,3.0,2.0,1583,37.228817,-121.799467
3152,"2416 Old Gate Ct, San Jose, CA 95132",95132,1040000,https://www.zillow.com/homedetails/2416-Old-Gate-Ct-San-Jose-CA-95132/19564184_zpid/,4.0,2.0,1694,37.39043,-121.866314
3153,"7395 Forsum Rd, San Jose, CA 95138",95138,1047800,https://www.zillow.com/homedetails/7395-Forsum-Rd-San-Jose-CA-95138/19810850_zpid/,4.0,3.0,1827,37.231232,-121.758786
3154,"7395 Forsum Rd, San Jose, CA 95138",95138,1047800,https://www.zillow.com/homedetails/7395-Forsum-Rd-San-Jose-CA-95138/19810850_zpid/,4.0,3.0,1827,37.231232,-121.758786
3155,"229 Rayos Del Sol Dr, San Jose, CA 95116",95116,865000,https://www.zillow.com/homedetails/229-Rayos-Del-Sol-Dr-San-Jose-CA-95116/79842311_zpid/,4.0,2.5,2196,37.34532,-121.858293
3156,"229 Rayos Del Sol Dr, San Jose, CA 95116",95116,865000,https://www.zillow.com/homedetails/229-Rayos-Del-Sol-Dr-San-Jose-CA-95116/79842311_zpid/,4.0,2.5,2196,37.34532,-121.858293
3157,"3271 New Jersey Ave, San Jose, CA 95124",95124,1200000,https://www.zillow.com/homedetails/3271-New-Jersey-Ave-San-Jose-CA-95124/19671938_zpid/,3.0,2.0,1270,37.264706,-121.92564
3158,"3271 New Jersey Ave, San Jose, CA 95124",95124,1200000,https://www.zillow.com/homedetails/3271-New-Jersey-Ave-San-Jose-CA-95124/19671938_zpid/,3.0,2.0,1270,37.264706,-121.92564
3159,"2410 Fernwood Ave, San Jose, CA 95128",95128,1220000,https://www.zillow.com/homedetails/2410-Fernwood-Ave-San-Jose-CA-95128/19584022_zpid/,3.0,2.0,1134,37.328485,-121.946969
3160,"5269 Kentfield Dr, San Jose, CA 95124",95124,1340000,https://www.zillow.com/homedetails/5269-Kentfield-Dr-San-Jose-CA-95124/19748413_zpid/,3.0,2.0,1248,37.242184,-121.925907
3161,"5269 Kentfield Dr, San Jose, CA 95124",95124,1340000,https://www.zillow.com/homedetails/5269-Kentfield-Dr-San-Jose-CA-95124/19748413_zpid/,3.0,2.0,1248,37.242184,-121.925907
3162,"1213 Woodlawn Ave, San Jose, CA 95128",95128,1380000,https://www.zillow.com/homedetails/1213-Woodlawn-Ave-San-Jose-CA-95128/19587256_zpid/,3.0,2.0,1420,37.303909,-121.947453
3163,"3735 Greymont Dr, San Jose, CA 95136",95136,1195000,https://www.zillow.com/homedetails/3735-Greymont-Dr-San-Jose-CA-95136/19706529_zpid/,4.0,3.0,2125,37.276805,-121.852749
3164,"1717 Hydrangea Ln, San Jose, CA 95124",95124,2107000,https://www.zillow.com/homedetails/1717-Hydrangea-Ln-San-Jose-CA-95124/19754278_zpid/,4.0,3.0,2147,37.232937,-121.910305
3165,"1717 Hydrangea Ln, San Jose, CA 95124",95124,2107000,https://www.zillow.com/homedetails/1717-Hydrangea-Ln-San-Jose-CA-95124/19754278_zpid/,4.0,3.0,2147,37.232937,-121.910305
3166,"4492 Piper Dr, San Jose, CA 95129",95129,1507000,https://www.zillow.com/homedetails/4492-Piper-Dr-San-Jose-CA-95129/19649330_zpid/,4.0,2.0,1560,37.30565900000001,-121.981579
3167,"6565 Gravina Loop, San Jose, CA 95138",95138,1421500,https://www.zillow.com/homedetails/6565-Gravina-Loop-San-Jose-CA-95138/94696635_zpid/,5.0,3.0,2945,37.251493,-121.767196
3168,"6565 Gravina Loop, San Jose, CA 95138",95138,1421500,https://www.zillow.com/homedetails/6565-Gravina-Loop-San-Jose-CA-95138/94696635_zpid/,5.0,3.0,2945,37.251493,-121.767196
3169,"6020 Running Springs Rd, San Jose, CA 95135",95135,1820000,https://www.zillow.com/homedetails/6020-Running-Springs-Rd-San-Jose-CA-95135/19797227_zpid/,4.0,4.0,3036,37.27753,-121.737365
3170,"6020 Running Springs Rd, San Jose, CA 95135",95135,1820000,https://www.zillow.com/homedetails/6020-Running-Springs-Rd-San-Jose-CA-95135/19797227_zpid/,4.0,4.0,3036,37.27753,-121.737365
3171,"232 Stonegate Cir, San Jose, CA 95110",95110,515000,https://www.zillow.com/homedetails/232-Stonegate-Cir-San-Jose-CA-95110/19684616_zpid/,1.0,1.0,560,37.312299,-121.878993
3172,"2036 Alum Rock Ave, San Jose, CA 95116",95116,658500,https://www.zillow.com/homedetails/2036-Alum-Rock-Ave-San-Jose-CA-95116/19718700_zpid/,1.0,2.0,650,37.355856,-121.848326
3173,"2036 Alum Rock Ave, San Jose, CA 95116",95116,658500,https://www.zillow.com/homedetails/2036-Alum-Rock-Ave-San-Jose-CA-95116/19718700_zpid/,1.0,2.0,650,37.355856,-121.848326
3174,"843 Wyman Way APT 1, San Jose, CA 95133",95133,465000,https://www.zillow.com/homedetails/843-Wyman-Way-APT-1-San-Jose-CA-95133/19571075_zpid/,2.0,1.0,810,37.378386,-121.855714
3175,"1310 Saddle Rack St APT 234, San Jose, CA 95126",95126,730500,https://www.zillow.com/homedetails/1310-Saddle-Rack-St-APT-234-San-Jose-CA-95126/63065428_zpid/,1.0,1.0,790,37.319792,-121.911944
3176,"1390 Saddle Rack St APT 132, San Jose, CA 95126",95126,730500,https://www.zillow.com/homedetails/1390-Saddle-Rack-St-APT-132-San-Jose-CA-95126/64639512_zpid/,1.0,1.0,917,37.319769,-121.912809
3177,"5453 Cribari Grn, San Jose, CA 95135",95135,600000,https://www.zillow.com/homedetails/5453-Cribari-Grn-San-Jose-CA-95135/19798936_zpid/,2.0,2.0,1223,37.294442,-121.754815
3178,"872 E Saint James St, San Jose, CA 95112",95112,1150000,https://www.zillow.com/homedetails/872-E-Saint-James-St-San-Jose-CA-95112/19710202_zpid/,3.0,2.0,1713,37.347229,-121.8751
3179,"701 Whitewater Ct, San Jose, CA 95133",95133,780000,https://www.zillow.com/homedetails/701-Whitewater-Ct-San-Jose-CA-95133/19573266_zpid/,3.0,2.0,1342,37.375826,-121.853083
3180,"1894 Terilyn Ave, San Jose, CA 95122",95122,815000,https://www.zillow.com/homedetails/1894-Terilyn-Ave-San-Jose-CA-95122/19730015_zpid/,3.0,2.0,1040,37.327115,-121.837335
3181,"1894 Terilyn Ave, San Jose, CA 95122",95122,815000,https://www.zillow.com/homedetails/1894-Terilyn-Ave-San-Jose-CA-95122/19730015_zpid/,3.0,2.0,1040,37.327115,-121.837335
3182,"3812 Whinney Place Way, San Jose, CA 95121",95121,880000,https://www.zillow.com/homedetails/3812-Whinney-Place-Way-San-Jose-CA-95121/19806444_zpid/,4.0,2.0,1478,37.29898,-121.807578
3183,"5053 Willow Est, San Jose, CA 95135",95135,1121000,https://www.zillow.com/homedetails/5053-Willow-Est-San-Jose-CA-95135/19795919_zpid/,3.0,2.0,1507,37.297196,-121.766221
3184,"1683 Marco Way, San Jose, CA 95131",95131,1300000,https://www.zillow.com/homedetails/1683-Marco-Way-San-Jose-CA-95131/19560622_zpid/,3.0,2.5,1486,37.380043,-121.880494
3185,"3242 Pinegate Way, San Jose, CA 95148",95148,1435000,https://www.zillow.com/homedetails/3242-Pinegate-Way-San-Jose-CA-95148/19793956_zpid/,4.0,2.0,1789,37.321543,-121.781689
3186,"3008 High Meadow Ln, San Jose, CA 95135",95135,1900000,https://www.zillow.com/homedetails/3008-High-Meadow-Ln-San-Jose-CA-95135/19795630_zpid/,4.0,3.0,2700,37.280551,-121.749122
3187,"3674 Rose Terrasse Cir, San Jose, CA 95148",95148,1200000,https://www.zillow.com/homedetails/3674-Rose-Terrasse-Cir-San-Jose-CA-95148/59683597_zpid/,4.0,3.0,3656,37.322467,-121.762939
3188,"2414 Falk Ct, San Jose, CA 95116",95116,630000,https://www.zillow.com/homedetails/2414-Falk-Ct-San-Jose-CA-95116/61323143_zpid/,2.0,2.0,1091,37.36222,-121.843855
3189,"2414 Falk Ct, San Jose, CA 95116",95116,630000,https://www.zillow.com/homedetails/2414-Falk-Ct-San-Jose-CA-95116/61323143_zpid/,2.0,2.0,1091,37.36222,-121.843855
3190,"1436 Millich Ln, San Jose, CA 95117",95117,925000,https://www.zillow.com/homedetails/1436-Millich-Ln-San-Jose-CA-95117/19609264_zpid/,2.0,3.0,1292,37.298701,-121.959193
3191,"1927 Jonathan Ave, San Jose, CA 95125",95125,1050000,https://www.zillow.com/homedetails/1927-Jonathan-Ave-San-Jose-CA-95125/19686204_zpid/,2.0,1.0,988,37.297583,-121.886447
3192,"4693 Holycon Cir, San Jose, CA 95136",95136,1015000,https://www.zillow.com/homedetails/4693-Holycon-Cir-San-Jose-CA-95136/19704899_zpid/,3.0,2.0,1442,37.26668,-121.83683
3193,"7545 Morevern Cir, San Jose, CA 95135",95135,760000,https://www.zillow.com/homedetails/7545-Morevern-Cir-San-Jose-CA-95135/19800028_zpid/,2.0,2.0,1572,37.289621,-121.742443
3194,"7545 Morevern Cir, San Jose, CA 95135",95135,760000,https://www.zillow.com/homedetails/7545-Morevern-Cir-San-Jose-CA-95135/19800028_zpid/,2.0,2.0,1572,37.289621,-121.742443
3195,"3032 Ironside Ct, San Jose, CA 95132",95132,890000,https://www.zillow.com/homedetails/3032-Ironside-Ct-San-Jose-CA-95132/19770455_zpid/,4.0,3.0,1452,37.409337,-121.863383
3196,"1281 Foxwood Dr, San Jose, CA 95118",95118,880000,https://www.zillow.com/homedetails/1281-Foxwood-Dr-San-Jose-CA-95118/19760209_zpid/,3.0,3.0,1533,37.247929,-121.884871
3197,"51 Pala Ave, San Jose, CA 95127",95127,950000,https://www.zillow.com/homedetails/51-Pala-Ave-San-Jose-CA-95127/54771706_zpid/,7.0,4.0,2314,37.364373,-121.836446
3198,"2727 Terni Ct # 5, San Jose, CA 95111",95111,905000,https://www.zillow.com/homedetails/2727-Terni-Ct-5-San-Jose-CA-95111/243211777_zpid/,3.0,3.5,1848,37.291976,-121.853191
3199,"2727 Terni Ct # 5, San Jose, CA 95111",95111,905000,https://www.zillow.com/homedetails/2727-Terni-Ct-5-San-Jose-CA-95111/243211777_zpid/,3.0,3.5,1848,37.291976,-121.853191
3200,"2478 Hebron Ave, San Jose, CA 95121",95121,120000,https://www.zillow.com/homedetails/2478-Hebron-Ave-San-Jose-CA-95121/19805076_zpid/,4.0,2.0,1400,37.310949,-121.798567
3201,"5498 Mayland Ave, San Jose, CA 95138",95138,249000,https://www.zillow.com/homedetails/5498-Mayland-Ave-San-Jose-CA-95138/19809579_zpid/,3.0,3.0,1335,37.254887,-121.795294
3202,"5498 Mayland Ave, San Jose, CA 95138",95138,249000,https://www.zillow.com/homedetails/5498-Mayland-Ave-San-Jose-CA-95138/19809579_zpid/,3.0,3.0,1335,37.254887,-121.795294
3203,"846 Raeburn Ct, San Jose, CA 95136",95136,850000,https://www.zillow.com/homedetails/846-Raeburn-Ct-San-Jose-CA-95136/19702946_zpid/,3.0,2.0,1320,37.268269,-121.866922
3204,"1570 Sabina Way, San Jose, CA 95118",95118,900000,https://www.zillow.com/homedetails/1570-Sabina-Way-San-Jose-CA-95118/19758167_zpid/,4.0,2.0,1180,37.2471,-121.89953
3205,"402 Meadowfaire Way, San Jose, CA 95111",95111,870000,https://www.zillow.com/homedetails/402-Meadowfaire-Way-San-Jose-CA-95111/51074674_zpid/,4.0,2.5,2027,37.298941,-121.84468400000002
3206,"402 Meadowfaire Way, San Jose, CA 95111",95111,870000,https://www.zillow.com/homedetails/402-Meadowfaire-Way-San-Jose-CA-95111/51074674_zpid/,4.0,2.5,2027,37.298941,-121.84468400000002
3207,"994 S Daniel Way, San Jose, CA 95128",95128,1100000,https://www.zillow.com/homedetails/994-S-Daniel-Way-San-Jose-CA-95128/19586768_zpid/,3.0,2.0,2002,37.309754,-121.941182
3208,"2290 Starbright Dr, San Jose, CA 95124",95124,1275000,https://www.zillow.com/homedetails/2290-Starbright-Dr-San-Jose-CA-95124/19677758_zpid/,4.0,2.0,1370,37.25924000000001,-121.942519
3209,"2290 Starbright Dr, San Jose, CA 95124",95124,1275000,https://www.zillow.com/homedetails/2290-Starbright-Dr-San-Jose-CA-95124/19677758_zpid/,4.0,2.0,1370,37.25924000000001,-121.942519
3210,"1313 Dahlia Loop, San Jose, CA 95126",95126,1130000,https://www.zillow.com/homedetails/1313-Dahlia-Loop-San-Jose-CA-95126/82953005_zpid/,3.0,3.0,1475,37.348821,-121.928243
3211,"2030 Mary Helen Ln, San Jose, CA 95136",95136,1089000,https://www.zillow.com/homedetails/2030-Mary-Helen-Ln-San-Jose-CA-95136/69303290_zpid/,4.0,4.0,2414,37.287693,-121.861933
3212,"4080 Samson Way, San Jose, CA 95124",95124,1360000,https://www.zillow.com/homedetails/4080-Samson-Way-San-Jose-CA-95124/19673349_zpid/,3.0,3.0,1949,37.257873,-121.913602
3213,"4080 Samson Way, San Jose, CA 95124",95124,1360000,https://www.zillow.com/homedetails/4080-Samson-Way-San-Jose-CA-95124/19673349_zpid/,3.0,3.0,1949,37.257873,-121.913602
3214,"1154 Quail Creek Cir, San Jose, CA 95120",95120,1590000,https://www.zillow.com/homedetails/1154-Quail-Creek-Cir-San-Jose-CA-95120/19767662_zpid/,3.0,3.0,2199,37.203287,-121.84732
3215,"1312 Cristina Ave, San Jose, CA 95125",95125,1650000,https://www.zillow.com/homedetails/1312-Cristina-Ave-San-Jose-CA-95125/19680127_zpid/,3.0,2.0,2100,37.308249,-121.893681
3216,"6609 Mount Hope Dr, San Jose, CA 95120",95120,195000,https://www.zillow.com/homedetails/6609-Mount-Hope-Dr-San-Jose-CA-95120/19835517_zpid/,5.0,2.5,2217,37.22008,-121.854558
3217,"5955 Post Oak Cir, San Jose, CA 95120",95120,1425000,https://www.zillow.com/homedetails/5955-Post-Oak-Cir-San-Jose-CA-95120/19764348_zpid/,4.0,2.5,2757,37.234239,-121.88289
3218,"1520 Montellano Dr, San Jose, CA 95120",95120,1520000,https://www.zillow.com/homedetails/1520-Montellano-Dr-San-Jose-CA-95120/19760806_zpid/,4.0,2.0,1949,37.22604000000001,-121.897416
3219,"5858 Meander Dr, San Jose, CA 95120",95120,1555000,https://www.zillow.com/homedetails/5858-Meander-Dr-San-Jose-CA-95120/19764307_zpid/,5.0,3.0,2110,37.23459,-121.889097
3220,"1641 W Creek Dr, San Jose, CA 95125",95125,2225000,https://www.zillow.com/homedetails/1641-W-Creek-Dr-San-Jose-CA-95125/19682238_zpid/,4.0,3.0,3090,37.289002,-121.909153
3221,"4425 Norwalk Dr APT 33, San Jose, CA 95129",95129,532000,https://www.zillow.com/homedetails/4425-Norwalk-Dr-APT-33-San-Jose-CA-95129/19603100_zpid/,2.0,1.5,1099,37.318896,-121.981004
3222,"1088 Avondale St, San Jose, CA 95129",95129,1970000,https://www.zillow.com/homedetails/1088-Avondale-St-San-Jose-CA-95129/19640759_zpid/,4.0,2.0,1692,37.306629,-122.02828999999998
3223,"2592 Puritani Ct, San Jose, CA 95121",95121,490000,https://www.zillow.com/homedetails/2592-Puritani-Ct-San-Jose-CA-95121/19800656_zpid/,2.0,1.5,988,37.315168,-121.82698700000002
3224,"38 N Almaden Blvd UNIT 1213, San Jose, CA 95110",95110,751000,https://www.zillow.com/homedetails/38-N-Almaden-Blvd-UNIT-1213-San-Jose-CA-95110/82951490_zpid/,1.0,1.0,975,37.335078,-121.895462
3225,"809 Auzerais Ave UNIT 148, San Jose, CA 95126",95126,865000,https://www.zillow.com/homedetails/809-Auzerais-Ave-UNIT-148-San-Jose-CA-95126/82957140_zpid/,2.0,2.0,1229,37.321339,-121.90434
3226,"1488 Martin Ave, San Jose, CA 95126",95126,1188888,https://www.zillow.com/homedetails/1488-Martin-Ave-San-Jose-CA-95126/19582128_zpid/,4.0,3.0,1050,37.326643,-121.917656
3227,"240 E Hedding St, San Jose, CA 95112",95112,1027000,https://www.zillow.com/homedetails/240-E-Hedding-St-San-Jose-CA-95112/19566992_zpid/,2.0,1.0,922,37.355586,-121.898083
3228,"1361 Mckinley Ct, San Jose, CA 95126",95126,1002000,https://www.zillow.com/homedetails/1361-Mckinley-Ct-San-Jose-CA-95126/89474081_zpid/,3.0,3.0,1311,37.30754500000001,-121.915217
3229,"3826 Glengrove Way, San Jose, CA 95121",95121,700000,https://www.zillow.com/homedetails/3826-Glengrove-Way-San-Jose-CA-95121/19807259_zpid/,3.0,2.0,1510,37.301719,-121.799919
3230,"1073 Sierra Rd, San Jose, CA 95131",95131,1220000,https://www.zillow.com/homedetails/1073-Sierra-Rd-San-Jose-CA-95131/124744026_zpid/,4.0,4.0,1851,37.37147,-121.882113
3231,"2888 Ione Dr, San Jose, CA 95132",95132,340000,https://www.zillow.com/homedetails/2888-Ione-Dr-San-Jose-CA-95132/19771633_zpid/,4.0,2.0,1560,37.396296,-121.857832
3232,"2558 Pantalis Ct, San Jose, CA 95132",95132,1119999,https://www.zillow.com/homedetails/2558-Pantalis-Ct-San-Jose-CA-95132/19773200_zpid/,4.0,2.0,1530,37.3907,-121.862996
3233,"4127 Arezzo Pointe Ln, San Jose, CA 95148",95148,611000,https://www.zillow.com/homedetails/4127-Arezzo-Pointe-Ln-San-Jose-CA-95148/61323313_zpid/,3.0,3.0,2147,37.320476,-121.764932
3234,"1780 Luxor Ct, San Jose, CA 95126",95126,1560000,https://www.zillow.com/homedetails/1780-Luxor-Ct-San-Jose-CA-95126/61322625_zpid/,3.0,2.5,1926,37.335162,-121.924706
